書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
愛你如病入膏肓,歐果,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/309,"因為無意間的舉動，她被迫和一個毫無感情的男人結了婚。
兩年的時間，沒有人知道她陸太太的身份。
就連陸家，也對她的存在嗤之以鼻。
在她將孕檢報告放在他的面前時，只換來了他一句冷笑。
「想要為陸家生兒育女？只怕你還沒有這個資格！」
只是，既然沒有資格，三年之後，又是誰將她壓在了身下，掐著她的脖子惡狠狠的說道，「不是我的孩子，就不應該出生！」
他不愛她，卻一定要禁錮著她，哪怕她遍體鱗傷，體無完膚。
他就是要留著她，就算只剩下屍體！"
妖不語,蘇銳,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/294,"只是因為愛你。
縱然抽掉一身妖骨，化身凡人。
縱然銀釘鎖身、萬箭穿心、俱化成煙。
卻依然不願後悔愛過你。
當他終明她真心而痛悔時，她卻親手執刃，刺穿的心窩……"
總裁的私寵寶貝,安小米,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/289,"她被他家收養了十多年。
如果問她最怕的是什麼？那就是她兒童時期裡灰暗的回憶，不止被某小鬼當成最有趣的「玩具」，還在一個風雨夜，被他將初吻給奪了……
如果只是這樣，她忍了！可那個死小子，她跟其它男生說一句話都不允許！
她忍忍忍，卻最終忍不下去了，跟帥帥的學長約會的時候，卻被一臉陰沉的死小子扛回了家……"
長夜闌珊酒未涼,森林野生小石榴子,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/206,"少年的一句承諾，換來半生浮沉風雨飄零。
她沒有做錯任何事，只是愛錯了一個人。
……
「翟將軍上能戰場退敵，下能以身慰三軍，孤有良將如你，實乃國之大幸！」
他殺光她信賴的人，將她推入淫羊地獄。
她逃走不成，卻被挑斷手腳筋囚於身邊，夜夜承歡。
「陛下放著美麗多情的王后不聞不問，夜夜宿在教司坊，是愛上罪臣了嗎？」
「呵，孤只是覺得經驗豐富的女人，服侍得更盡興罷了！」
……
當她，被他安上通敵賣國的罪名，當眾推下城樓。"
餘生陪你到白頭,自是年少,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/83,"最剛開始見蕭怡的時候，蘇黎並沒有什麼感覺。
後來漸漸地發現，這個小姑娘有點聒噪，有點可愛，還有點孩子氣。
他以為，他倆就這樣了，每天彼此看著對方，一起上課，一起考試，一起攜手餘生，
可是時間證明，冤家不一定路窄。
就像他和蕭怡，明明已經懵懂地闖進了對方的生命，
卻可能只能看著對方的背影漸行漸遠。"
妖孽相公,豆丁皇后,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/81,"葉溪倩一名調酒師，竟也會穿越。
還碰到一個帥哥不停地叫她娘子？
她怎麼不記得，什麼時候是他娘子了?
看他那可憐樣，她就勉為其難的接收他吧。
咦，他不是個只會撒嬌，純真可愛滴人麼？怎麼有人稱他是冷面玉君？
呀，竟然眼睛會變色，到了他家，哇，真是有錢的可以。看來她得好好地霸著他啦？什麼！
竟有人來搶他！怎麼可以！！！！"
禍亂宮闈，冷王的階下妻,阿悅最帥,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/61,"惡俗版：
奉旨成婚，她本就不願，更在新婚之夜，遭他草草敷衍，「不過是一蓋頭，自己摘了便是。」 
她便冷言以對，「夫君若是不願，抗旨拒婚便是，如今口口聲聲，堂堂太子殿下，卻原來只是心有不甘又不敢抗爭的懦夫而已。」 
後來登基，他厭惡的盯著她，「若不是祖宗規矩，這皇后之位，斷不能落到你名上。」
她言笑晏晏，「謝皇上施捨，只是臣妾這人一向霸道，屬於自己的東西，寧願礙眼的佔著，也絕不退讓。」
後來兩兩生厭，她退位讓賢，他卻步步緊逼，「這皇后之位，朕既然給了你，就……」"
牛家有個大魔王,卉柯,愛情,完結,10,吾里文化,BG愛情,,,,,https://mojoin.com/novels/13,"一朝穿越，穿越到同名的人身上，在師傅的指引下，展開了一段尋找自家大院的武俠生活。途中發生意外事件，對自己最好的師兄死去，師傅也突然消失，徬徨無措，孤獨無助的時候才發現只有那人還在身邊。
接下來的路有我陪你，你願做魔王，我便陪你入魔，傷害你的人，我替你一一討伐，由我來守護你的那一份開心。
直到撥開所有的迷霧，才發現真相的背後居然是一場巨大的陰謀，那些開心的歲月不在，無論江湖有怎麼樣的血雨腥風，牛寶都會走下去。"
妾本無良，夫君見諒,程小樹,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/11,"一場陰謀，令玖兒的靈魂穿越而來。
那一世，她曾被冠上「浪女」的頭銜，可謂聲名狼藉。
誰成想，這一世她變本加厲，竟然實打實地出軌小叔子。
不只如此，她還一度成為身價最高的青樓頭牌。
就是這麼個劣跡斑斑的無良女，引得男人們爭相施寵。"
入骨婚愛：秦少寵妻如命,貓梓,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/994,"婚禮上，葉璇被白月光陷害，婚禮當天被丈夫罰跪在靈堂給哥哥贖罪。
連腹中胎兒都被受到牽連！拼命解釋卻被丈夫親手送進監獄！
監獄假死後，葉璇強勢歸來！
誓要將曾經傷害過她的人付出代價！
一次設計，偶遇前夫。
男人卻再不肯放她離開：「往後餘生，用愛補償你，不准你再離開。」"
我在雨霧裡，等風也等你,瀟冉,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/989,"宋顏為了給男朋友治病當了代孕媽媽，不曾想孩子早產，主家以孩子早產不健康為由想毀約，宋顏抱著孩子直接找到對方。
對方竟是她的頂頭上司沈長卿，沈長卿一直是寵妻無度的楷模，撒的狗糧不知虐了多少單身汪。
一朝事發，宋顏成了萬人所指的小三，生活一下子陷入了困境，直到他走近，輕輕將她帶入懷裡，「我孩子的媽，你們誰敢嘲笑……」"
一染慕傾心,貓小北,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/870,"陸安染怎麼也沒想過，酒吧里偶遇的男人，竟然是第二天父親帶回家的「私生子」。
「安染，叫哥哥。」
那一刻，她慌了神，在那人輕抿的薄唇之間，落荒而逃。
以為能離開他，卻成了她無法忘記的噩夢。
他在她真心愛上不顧一切時，棄她在無邊的黑暗中——
「陸安染，你很髒。」
多年後他的婚禮，她盛裝出席，笑靨如花：
「我名義上的哥哥，新婚快樂。」"
愛比死更冷,錦七七,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/577,"一場被人精心策劃的胎死腹中
絕了他對我的愛
我步步為營，以自己為餌，借另一個男人之手狠狠報復他，算計他
當一切愛恨落幕，才發現，我和他都是深陷在情愛地獄的可憐人"
海深不抵相思半,雞肉捲捲捲,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/572,"屢次被算計差點出事都是被他所救
紳士體貼
林安安以為顧朗是溫柔的學長
卻不料
在她又一次被陷害時
「怎麼？那麼想讓男人陪？那……陪我如何？」
啊啊啊「學長，你人設崩了餵！」
好不容易消化了「我跟優秀的腹黑學長在一起了耶」這個現狀
卻發現……
說好的優秀腹黑學長呢？！"
和顧先生一起墜入愛河,蟬鳴半夏,愛情,完結,70,吾里文化,BG愛情,,,,,https://mojoin.com/novels/566,"「顧學長，我喜歡你。」
「我不喜歡包子臉。」

……
表白失敗，父親鋃鐺入獄的消息緊接傳來。
路微深突然被寧城最神秘詭譎的男人厲封擎盯上，生活從此天翻地覆。"
一品太子妃：拐個上神做夫君,蘇晴川,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/554,"她原本是九天之上的上古神獸，看守天牢中的四大邪劍。
玩忽職守，讓其中一個邪劍跑下凡間。
天帝大怒，罰她下界帶回邪劍，不然就削了她的仙根，讓她轉世輪迴只能是妖孽。
她自知理虧，認命下凡間，可是誰知道天帝那麼小氣，在她下凡的時候，居然用天雷劈她！
差點劈的魂飛魄散，半身不遂！
小心眼的天帝，這仇本尊記下了。
剛到凡間，飯都沒有吃一口，她就被一個男人抓走，口口聲聲嚷著說她是他娘子。"
一顆糖的沉淪,麵團包銀圓,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/547,"姜半夏最大的願望是還清父母遺留下巨額欠款，並離開她從小就喜歡卻求而不得而且還馬上要和別人結婚的男人。
可她怎麼也沒想到，她主動退出了，沈肆行卻不干了。
她穿著暴露的去赴宴金主爸爸，被沈肆行給抓了回來。
她因為得罪了上司被冷藏所以要去非常偏遠的地方錄綜藝，沈肆行不但突然出現了，還在她被人陷害推下山崖的時候來救了她。
雖然嘴上罵她蠢，但卻會主動背起她並且在醫院的時候細心的讓醫生給她做全身檢查。
甚至後來還不計較姜半夏那個傻子哥哥叫他「阿夏男朋友」不說，還出巨資包下游樂場幫她度過姜半夏一直的心魔。"
梟寵豪門主母,錦七七,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/513,"愛是一種遇見，卻無法預見
她是他傾心駐足的風景，他亦是她心口的硃砂
相思浸染的輕淺時光，他帶她穿越青春迷茫的火線，陷入情愛深潭
究竟誰的身和心——最先臣服？
——
她是海家沒人疼的落魄長女
「落魄」？啊呸，別以為給扣個「灰姑娘」的帽子，姑娘我就逆來順受，任人宰割！
他是君家被剝奪繼承權的長子
「剝奪繼承權」？呵呵，他只想冷笑三聲！"
依戀莫相忘,蘇裳,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/512,"愛上她只需要一秒。
他甘之如飴，相伴相守。

如果相愛是終點。
她只要站在原地等，即使狂風驟雨，他也能乘風破浪。

愛上他並不是一件容易的事。
她躊躇難決，屢屢膽怯，心卻步步淪陷。

如果相愛是他們的緣。
他就是她的毒藥，即使含笑吞下，她也無怨無悔。

直到那天，她身披婚紗，萬眾矚目，他卻沒有出現。
原來，忘記她也只需要一秒。"
故夢,聽說南方,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/406,"一簾幽夢一雙人，胡世安自從出現在許織錦世界，許織錦就從沒有想過會與這個人糾纏。
他一向是溫文爾雅，風朗雲清。
而她是妖媚的女子，他知道她的野心，她亦是，旗鼓相當，各不讓步。
她是被母親棄下的孩子，任何一個人都可以欺負她，為了所謂的尊嚴，她一步一步變得強大，當能力配不上野心，當野心遇到阻礙，她如何與他周旋？又如何在其中失了真心？
當許織錦的身世被揭露，她又該何去何從？"
相愛恨晚時,蘇聽雨,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/395,"飛機上的那次邂逅，是虞嫣然噩夢的開始。
她被那個勢力強大的男人死死糾纏，無法掙脫，最後為了解救家人，被迫簽下一百夜的約定。
她以為兩人的交集僅限於此，漸漸地，卻在他極致的寵愛中迷失。
直到，她偶然得知，五年前的一場意外，以及未婚夫的鋃鐺入獄都是拜他所賜……。"
暴蛇寵妻，搶來的新娘,鏡無影,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/190,"她是赤血堡堡主的替身侍妾，揚州第一「痴美人」。
新婚夜，蟒蛇入侵，惱的堡主狂性大躁，撇下她獨守新房。
溫存夜，蟒蛇纏人，攪的堡主性趣全無，一甩衣袖棄她不顧。
休妻夜，蟒蛇未到，倒有個二八年華，眉眸傳情，俊美無暇的少年登門道賀，開口便一句暴躁的破口大罵：「你他娘的死定了！」
想知道養一條「暴蛇寵物」的代價嗎？
他有多暴？
他有多危險？
他到底有多恐怖？
其實，很簡單：命大的，趕緊得罪得罪看！"
安然向晚,錦七七,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/161,"五年前的一場陰差陽錯使她與他在一起
後來，她才發現他的心中另有其人
她斬斷情絲，遠走異國五年後她帶著小包子捲土重來，與他在生意場上相愛相殺，他再度開啓自己的追妻之旅——
「還嘴硬——」他鳳目微揚把她抵在地毯上，
「愛我，不承認？」她心中堆砌的堡壘頃刻被他的柔情夷爲平地，對他的恨已然灰飛煙滅。
「五年前我算什麽？你的初戀替身？」"
山有木兮，我有你,歐果,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/1093,"第一次看見慕允山的時候，陳左左是被未婚夫拋棄在山上，她沒有看清楚他的樣子。
第二次看見慕允山的時候，陳左左在醫院裡面，看見的，僅僅是一個背影。
第三次在舞會上面，陳左左沒能認出這個男人來，卻是被未婚夫從台上推下，讓她成為了全市的笑柄。

後來，慕允山牽著陳左左的手將那男人踩在腳下的時候，是慕允山給自己最大的寵愛。
但是這樣的寵愛，卻要陳左左用盡一輩子的時間，去讀懂。

慕允山，山有木兮木有枝，而我，有你。"
王妃是惡霸,琳聽,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/1079,"楊太傅家的嫡親孫女楊福安，論家世相貌是拔尖的，才學女紅是墊底的。
好逸惡勞，胸無點墨，真是辱沒了楊太傅的天下聖儒之名。
最讓南玄人津津樂道的是，楊福安十四歲那年回府，一腳踢斷楊府二房庶出少爺的腿骨，一手撕破禮部侍郎小姐的衣袍，太子殿下賀君易她也敢得罪得罪……
自此，流言蜚語不絕於耳，成就了楊福安南玄第一悍的威名。
可就是這個污點人物承蒙皇上錯愛，南玄千萬少女又愛又恨的嘉碩王妃頭銜安在了楊福安身上，還特許楊福安膝下承歡兩年後再成親。
不過南玄人私底下議論紛紛，這次賜婚是太子替嘉碩王爺求來的。
這招絕妙，太子與王爺素來不和，楊福安雖有悍婦之名但是和北冀質子周旭澤走得挺……"
